תאריך שינוי,לקוח,פלטפורמה,שם הקמפיין,נתון לפני השינוי,נתון אחרי השינוי,האופטימזציה,מה אנחנו מצפים שיקרה,בוצע ע״י,זמן לאופטימזציה
2/23/2026 4:29pm,Paseos Polras | פאסוס פולראס,Google,Bright | Pmax | Core Competitors | Feb 16,ROAS 3.91,ROAS 4.11,הורדה של target roas ל490%,עלייה של roas ל5,Idan Alush,
